Y,X1,X2,X3,X4,X5
35.05,0.9,563.5,318.5,7.00,0.40
34.29,0.9,563.5,318.5,7.00,0.40
31.28,0.86,588,294,7.00,0.40
32.12,0.86,588,294,7.00,0.40
32.05,0.86,588,294,7.00,0.40
31.84,0.86,588,294,7.00,0.40
28.67,0.82,612.5,318.5,7.00,0.40
29.67,0.82,612.5,318.5,7.00,0.40
29.47,0.82,612.5,318.5,7.00,0.40
28.91,0.82,612.5,318.5,7.00,0.40
41.26,0.79,637,343,7.00,0.40
41.3,0.79,637,343,7.00,0.40
42.49,0.79,637,343,7.00,0.40
42.08,0.79,637,343,7.00,0.40
39.32,0.76,661.5,416.5,7.00,0.40
39.84,0.76,661.5,416.5,7.00,0.40
38.89,0.76,661.5,416.5,7.00,0.40
39.68,0.76,661.5,416.5,7.00,0.40
13.97,0.74,686,245,3.50,0.40
14.22,0.74,686,245,3.50,0.40
14.1,0.74,686,245,3.50,0.40
13.78,0.74,686,245,3.50,0.40
14.07,0.71,710.5,269.5,3.50,0.40
14.03,0.71,710.5,269.5,3.50,0.40
13.94,0.71,710.5,269.5,3.50,0.40
13.86,0.71,710.5,269.5,3.50,0.40
14.32,0.69,735,294,3.50,0.40
14.56,0.69,735,294,3.50,0.40
14.33,0.69,735,294,3.50,0.40
14.08,0.69,735,294,3.50,0.40
15.16,0.66,759.5,318.5,3.50,0.40
15.18,0.66,759.5,318.5,3.50,0.40
14.72,0.66,759.5,318.5,3.50,0.40
14.9,0.66,759.5,318.5,3.50,0.40
18.48,0.64,784,343,3.50,0.40
18.71,0.64,784,343,3.50,0.40
18.48,0.64,784,343,3.50,0.40
18.46,0.64,784,343,3.50,0.40
16.47,0.62,808.5,367.5,3.50,0.40
16.35,0.62,808.5,367.5,3.50,0.40
16.55,0.62,808.5,367.5,3.50,0.40
16.74,0.62,808.5,367.5,3.50,0.40
32.85,0.98,514.5,294,7.00,0.40
32.67,0.98,514.5,294,7.00,0.40
32.21,0.98,514.5,294,7.00,0.40
32.74,0.98,514.5,294,7.00,0.40
36.45,0.9,563.5,318.5,7.00,0.40
35.73,0.9,563.5,318.5,7.00,0.40
35.4,0.9,563.5,318.5,7.00,0.40
36.57,0.9,563.5,318.5,7.00,0.40
32.38,0.86,588,294,7.00,0.40
31.66,0.86,588,294,7.00,0.40
32.15,0.86,588,294,7.00,0.40
32.75,0.86,588,294,7.00,0.40
28.93,0.82,612.5,318.5,7.00,0.40
28.05,0.82,612.5,318.5,7.00,0.40
28.64,0.82,612.5,318.5,7.00,0.40
29.52,0.82,612.5,318.5,7.00,0.40
42.77,0.79,637,343,7.00,0.40
41.73,0.79,637,343,7.00,0.40
41.32,0.79,637,343,7.00,0.40
42.96,0.79,637,343,7.00,0.40
40.68,0.76,661.5,416.5,7.00,0.40
40.4,0.76,661.5,416.5,7.00,0.40
40.6,0.76,661.5,416.5,7.00,0.40
40.11,0.76,661.5,416.5,7.00,0.40
14.37,0.74,686,245,3.50,0.40
14.48,0.74,686,245,3.50,0.40
14.32,0.74,686,245,3.50,0.40
14.44,0.74,686,245,3.50,0.40
14.6,0.71,710.5,269.5,3.50,0.40
14.7,0.71,710.5,269.5,3.50,0.40
14.47,0.71,710.5,269.5,3.50,0.40
14.66,0.71,710.5,269.5,3.50,0.40
14.54,0.69,735,294,3.50,0.40
14.62,0.69,735,294,3.50,0.40
14.53,0.69,735,294,3.50,0.40
14.71,0.69,735,294,3.50,0.40
15.34,0.66,759.5,318.5,3.50,0.40
15.29,0.66,759.5,318.5,3.50,0.40
15.09,0.66,759.5,318.5,3.50,0.40
15.3,0.66,759.5,318.5,3.50,0.40
19.06,0.64,784,343,3.50,0.40
19.13,0.64,784,343,3.50,0.40
19,0.64,784,343,3.50,0.40
18.84,0.64,784,343,3.50,0.40
16.44,0.62,808.5,367.5,3.50,0.40
16.9,0.62,808.5,367.5,3.50,0.40
16.94,0.62,808.5,367.5,3.50,0.40
16.77,0.62,808.5,367.5,3.50,0.40
32.84,0.98,514.5,294,7.00,0.40
32.72,0.98,514.5,294,7.00,0.40
32.21,0.98,514.5,294,7.00,0.40
32.73,0.98,514.5,294,7.00,0.40
35.67,0.9,563.5,318.5,7.00,0.40
35.01,0.9,563.5,318.5,7.00,0.40
34.72,0.9,563.5,318.5,7.00,0.40
35.24,0.9,563.5,318.5,7.00,0.40
32.31,0.86,588,294,7.00,0.40
31.81,0.86,588,294,7.00,0.40
31.12,0.86,588,294,7.00,0.40
32.06,0.86,588,294,7.00,0.40
30,0.82,612.5,318.5,7.00,0.40
29.5,0.82,612.5,318.5,7.00,0.40
29.06,0.82,612.5,318.5,7.00,0.40
29.92,0.82,612.5,318.5,7.00,0.40
42.11,0.79,637,343,7.00,0.40
41.96,0.79,637,343,7.00,0.40
41.09,0.79,637,343,7.00,0.40
40.79,0.79,637,343,7.00,0.40
38.82,0.76,661.5,416.5,7.00,0.40
39.72,0.76,661.5,416.5,7.00,0.40
39.31,0.76,661.5,416.5,7.00,0.40
39.86,0.76,661.5,416.5,7.00,0.40
14.41,0.74,686,245,3.50,0.40
14.19,0.74,686,245,3.50,0.40
14.17,0.74,686,245,3.50,0.40
14.39,0.74,686,245,3.50,0.40
12.43,0.71,710.5,269.5,3.50,0.40
12.63,0.71,710.5,269.5,3.50,0.40
12.76,0.71,710.5,269.5,3.50,0.40
12.42,0.71,710.5,269.5,3.50,0.40
14.12,0.69,735,294,3.50,0.40
14.28,0.69,735,294,3.50,0.40
14.37,0.69,735,294,3.50,0.40
14.21,0.69,735,294,3.50,0.40
14.96,0.66,759.5,318.5,3.50,0.40
14.92,0.66,759.5,318.5,3.50,0.40
14.92,0.66,759.5,318.5,3.50,0.40
15.16,0.66,759.5,318.5,3.50,0.40
17.69,0.64,784,343,3.50,0.40
18.19,0.64,784,343,3.50,0.40
18.16,0.64,784,343,3.50,0.40
17.88,0.64,784,343,3.50,0.40
16.54,0.62,808.5,367.5,3.50,0.40
16.44,0.62,808.5,367.5,3.50,0.40
16.48,0.62,808.5,367.5,3.50,0.40
16.64,0.62,808.5,367.5,3.50,0.40
